loan_id,customer_id,firstname,lastname,age,branch_id,branch_name,account_id,account_type,account_opening_date,has_account,loan_type,loan_amount,interest_rate,loan_term,loan_status,approval_rejection_date
4026,4026,Linda,Neubert,44,74,Kuwait City,4026,savings,2018-02-07,True,auto,3345.55,0.0321,12,approved,2020-10-24
4031,4031,Kimberly,Adam,72,28,Zurich,4031,current,2023-07-07,True,personal,45150.8,0.0509,24,rejected,2020-11-12
4036,4036,Barbara,Hauck,75,65,Yerevan,4036,current,2020-10-02,True,mortgage,41127.45,0.0587,12,closed,2022-08-13
4040,4040,Ronald,Kirschner,60,86,Sydney,4040,current,2001-06-18,True,mortgage,29256.85,0.0587,48,closed,2020-06-29
4046,4046,Donna,Held,26,14,Marseille,4046,current,2005-10-03,True,mortgage,43513.66,0.018,48,rejected,2020-01-02
4055,4055,Amanda,Huth,99,95,Prague,4055,current,1996-12-16,True,personal,28733.97,0.0514,60,closed,2021-07-05
4056,4056,Mark,Hering,21,59,Melbourne,4056,savings,2001-06-08,True,auto,34094.56,0.0146,48,approved,2021-04-18
4141,4141,Daniel,Geier,26,27,Baku,4141,current,2001-11-04,True,personal,2821.57,0.0324,24,closed,2021-09-23
4143,4143,Brian,Groth,70,32,Geneva,4143,current,2006-08-20,True,mortgage,14699.71,0.0597,60,closed,2021-06-02
4156,4156,Charles,Klaus,60,29,Ashgabat,4156,savings,1996-04-19,True,auto,21259.46,0.0394,36,closed,2022-10-22
4160,4160,Margaret,Freund,64,17,Basel,4160,savings,2022-09-25,True,personal,47269.75,0.0237,12,approved,2021-06-30
4161,4161,Charles,Küster,66,56,Riga,4161,current,2002-10-21,True,personal,41591.72,0.0333,36,rejected,2021-01-09
4184,4184,Timothy,Krohn,38,99,Bangkok,4184,current,2013-07-09,True,mortgage,14053.66,0.057,60,closed,2022-04-23
4231,4231,Steven,Siegert,67,85,Casablanca,4231,savings,2015-02-28,True,auto,24395.56,0.0597,36,approved,2021-06-22
4232,4232,Daniel,Noll,38,67,Kiev,4232,savings,2005-01-16,True,auto,40328.47,0.009,48,rejected,2022-12-17
4239,4239,Michael,Heitmann,42,50,Athens,4239,current,2021-07-08,True,mortgage,17322.3,0.0243,12,approved,2020-11-19
4242,4242,Mark,Ulrich,91,31,Barcelona,4242,current,2022-07-26,True,personal,15024.45,0.0094,48,rejected,2021-10-02
4243,4243,Kimberly,Hertel,22,13,Bologna,4243,savings,2009-01-05,True,auto,32941.86,0.0327,36,closed,2022-02-19
4256,4256,Emily,Hopp,68,51,Johannesburg,4256,current,2019-05-17,True,personal,23275.67,0.0099,12,approved,2021-11-29
4278,4278,Michelle,Schwartz,29,97,Riyadh,4278,current,2024-09-13,True,personal,22189.54,0.0515,36,approved,2021-03-12
4281,4281,Donald,Michael,88,20,Vilnius,4281,savings,2014-09-07,True,personal,24126.4,0.017,48,rejected,2021-05-29
4304,4304,Donna,Preuß,80,68,Nice,4304,savings,2002-11-25,True,auto,13516.62,0.0372,60,closed,2020-11-26
4315,4315,Karen,Auer,94,87,Turin,4315,savings,2007-06-14,True,mortgage,30418.35,0.0358,60,closed,2021-05-07
4321,4321,Ashley,Habermann,36,43,Krakow,4321,savings,2004-06-06,True,mortgage,21004.59,0.0593,48,approved,2020-10-03
4325,4325,Mark,Krüger,79,61,Brussels,4325,current,2000-03-24,True,personal,1641.64,0.0123,36,closed,2022-09-05
4330,4330,Amanda,Seidler,82,2,Porto,4330,savings,1998-03-20,True,mortgage,16440.46,0.0084,48,approved,2021-09-25
4352,4352,Karen,Specht,72,47,The Hague,4352,savings,2008-06-18,True,personal,4040.0,0.0243,24,rejected,2020-01-17
4396,4396,Carol,Eichhorn,61,52,Venice,4396,savings,2007-01-05,True,mortgage,34250.19,0.0417,60,approved,2021-10-11
4399,4399,Nancy,Dietz,55,95,Prague,4399,savings,2010-11-17,True,mortgage,39445.91,0.0211,48,closed,2021-02-12
4422,4422,Mark,Geisler,90,92,Seoul,4422,savings,2000-05-07,True,personal,46155.37,0.0064,36,approved,2021-12-09
4456,4456,James,Klug,78,9,Los Angeles,4456,current,1999-04-03,True,auto,32498.19,0.027,60,approved,2020-03-25
4460,4460,Brian,Hermann,87,53,Tokyo,4460,savings,2017-07-08,True,auto,22008.58,0.0195,36,approved,2022-08-18
4470,4470,Christopher,Sailer,55,83,Oslo,4470,current,2005-02-16,True,auto,22018.87,0.0391,12,approved,2020-11-19
4478,4478,Charles,Otto,48,6,Hamburg,4478,current,2021-08-18,True,personal,40699.45,0.0584,48,closed,2022-04-15
4486,4486,Brian,Singer,74,23,Warsaw,4486,savings,2023-06-18,True,personal,18223.33,0.0316,60,rejected,2021-10-10
4510,4510,Mark,Köhn,24,78,Belgrade,4510,savings,2001-01-18,True,personal,10049.87,0.0398,48,approved,2021-08-06
4526,4526,Elizabeth,Rausch,40,15,Zagreb,4526,current,2015-06-27,True,auto,25428.26,0.0154,48,approved,2020-01-30
4541,4541,Timothy,Widmann,38,50,Athens,4541,current,1999-06-04,True,mortgage,5318.29,0.0333,60,rejected,2022-02-25
4547,4547,Ashley,Fuhrmann,84,74,Kuwait City,4547,current,1998-03-22,True,mortgage,21039.56,0.0526,60,approved,2020-02-27
4557,4557,Jessica,Hertel,43,30,Budapest,4557,current,2008-06-06,True,auto,46546.66,0.0355,24,approved,2022-06-01
4558,4558,Lisa,Helm,26,65,Yerevan,4558,savings,1996-04-23,True,personal,24745.32,0.0269,48,rejected,2020-10-02
4583,4583,Ronald,Lotz,38,83,Oslo,4583,savings,2011-07-23,True,personal,1978.55,0.0389,48,closed,2020-05-30
4588,4588,Kenneth,Bach,65,19,Sofia,4588,current,2023-06-03,True,personal,31170.08,0.0271,24,closed,2021-12-26
4598,4598,Daniel,Lutz,29,37,Cape Town,4598,savings,1996-09-14,True,mortgage,9800.61,0.0239,60,rejected,2022-01-26
4603,4603,Mark,Kilian,58,2,Porto,4603,savings,2015-02-11,True,personal,35596.56,0.0382,48,approved,2021-05-24
4610,4610,Thomas,Preuß,71,37,Cape Town,4610,savings,2000-07-01,True,personal,16225.48,0.0549,48,approved,2020-10-26
4620,4620,Joseph,Wilkens,28,56,Riga,4620,savings,1996-01-08,True,auto,18523.55,0.0564,48,closed,2021-08-16
4624,4624,Patricia,Rausch,99,67,Kiev,4624,savings,2022-07-16,True,auto,38692.25,0.0485,24,rejected,2020-04-25
4627,4627,Christopher,Zeidler,36,34,Gothenburg,4627,savings,2008-08-07,True,auto,47005.65,0.0395,36,approved,2021-10-16
4633,4633,Susan,Clausen,46,1,Lyon,4633,savings,2024-07-26,True,personal,19494.7,0.0506,12,rejected,2020-06-10
4641,4641,Ronald,Reiß,83,86,Sydney,4641,savings,2011-02-05,True,auto,41784.03,0.0258,36,closed,2021-08-25
4654,4654,Barbara,Mertens,90,15,Zagreb,4654,savings,1999-12-04,True,auto,8822.37,0.0465,36,closed,2021-09-28
4682,4682,Anthony,Clemens,93,5,Bergen,4682,savings,2005-02-26,True,personal,20620.1,0.058,48,rejected,2022-11-30
4687,4687,Robert,Maurer,47,18,Muscat,4687,current,2008-12-12,True,personal,42661.31,0.0331,24,closed,2022-04-23
4709,4709,Susan,Wilkens,62,51,Johannesburg,4709,savings,2010-10-15,True,personal,33379.52,0.0519,48,closed,2022-08-06
4729,4729,Robert,Hafner,91,39,Almaty,4729,savings,2020-01-23,True,personal,4845.17,0.0437,12,rejected,2022-11-18
4730,4730,Karen,Gruber,22,62,Toronto,4730,current,2004-07-11,True,personal,27858.18,0.0373,60,rejected,2021-11-11
4746,4746,Nancy,Weis,25,80,Bucharest,4746,savings,2017-06-17,True,mortgage,8178.2,0.0493,12,closed,2021-02-22
4756,4756,Donna,Vogel,18,20,Vilnius,4756,current,2013-11-15,True,personal,48522.47,0.0411,24,rejected,2021-04-18
4789,4789,Elizabeth,Fiedler,84,50,Athens,4789,current,2019-07-28,True,auto,1768.6,0.0214,24,rejected,2021-08-09
4796,4796,Kimberly,Metzner,29,63,Dubai,4796,savings,2008-04-14,True,auto,1064.62,0.0298,48,closed,2021-04-26
4800,4800,Betty,Klotz,65,10,Chisinau,4800,savings,2011-06-01,True,mortgage,1992.49,0.0326,12,approved,2022-09-26
4811,4811,Elizabeth,Pohlmann,78,53,Tokyo,4811,current,2003-06-16,True,personal,2977.36,0.041,60,closed,2022-11-16
4816,4816,Carol,Walz,42,20,Vilnius,4816,savings,2015-12-08,True,auto,5154.94,0.0067,36,closed,2022-02-22
4819,4819,Jennifer,Adam,33,3,Manama,4819,savings,2018-05-16,True,personal,5528.62,0.0286,24,closed,2022-08-10
4821,4821,Donna,Klug,74,77,Copenhagen,4821,current,2022-09-28,True,auto,37681.11,0.0113,60,approved,2021-05-26
4837,4837,Sandra,Kaiser,35,50,Athens,4837,savings,1995-01-08,True,auto,27421.03,0.0271,60,rejected,2022-12-02
4848,4848,Joshua,Rudolf,29,89,Rome,4848,savings,2024-03-24,True,personal,47425.36,0.0199,24,rejected,2020-09-13
4852,4852,Emily,Brauer,70,46,Trondheim,4852,current,2009-11-01,True,auto,36537.64,0.0377,60,approved,2021-04-03
4855,4855,Melissa,Kunz,93,70,Madrid,4855,savings,2022-07-14,True,auto,15995.22,0.0184,48,rejected,2020-01-02
4856,4856,Robert,Schwarz,78,38,Stuttgart,4856,current,2024-08-09,True,personal,33632.44,0.0281,48,rejected,2020-12-11
4861,4861,William,Geiger,67,18,Muscat,4861,savings,2005-07-14,True,personal,23060.63,0.0051,48,closed,2022-08-31
4862,4862,Stephanie,Lindner,95,7,London,4862,savings,2008-04-02,True,personal,42290.08,0.016,36,rejected,2020-06-04
4870,4870,Elizabeth,Barth,89,88,Tirana,4870,current,2008-06-23,True,personal,13613.35,0.0499,48,approved,2021-06-21
4871,4871,Karen,Matthes,20,76,Dushanbe,4871,current,2024-07-16,True,personal,30609.83,0.0196,48,closed,2020-10-22
4876,4876,Melissa,Steinke,43,48,Rotterdam,4876,current,2015-12-12,True,mortgage,40715.11,0.0312,48,approved,2020-10-11
4915,4915,Lisa,Glaser,71,37,Cape Town,4915,savings,2019-07-12,True,mortgage,15795.07,0.0521,12,closed,2022-10-23
4929,4929,Donna,Beyer,33,21,Helsinki,4929,savings,2016-09-20,True,auto,5735.19,0.0517,36,rejected,2022-09-30
4937,4937,Charles,Wieczorek,65,47,The Hague,4937,savings,2002-11-17,True,mortgage,39429.7,0.0246,36,approved,2022-06-17
4990,4990,David,Stein,19,3,Manama,4990,savings,2007-07-28,True,mortgage,5636.04,0.0469,60,rejected,2021-12-07
4998,4998,Timothy,Heck,40,32,Geneva,4998,current,2019-08-03,True,auto,44660.01,0.0268,60,rejected,2020-06-03
6,6,Charles,Ehrhardt,63,20,Vilnius,6,savings,2016-08-23,True,mortgage,48039.24,0.0477,24,closed,2020-11-14
16,16,Michael,Mahler,44,31,Barcelona,16,savings,2011-11-14,True,mortgage,28429.81,0.0174,24,approved,2021-11-12
18,18,Mary,Stenzel,91,36,Naples,18,savings,1999-03-28,True,auto,8211.92,0.0129,12,closed,2022-02-23
24,24,Charles,Gottwald,71,90,Bratislava,24,savings,2007-10-17,True,personal,45875.84,0.0124,60,rejected,2022-07-03
27,27,Lisa,Enders,91,78,Belgrade,27,savings,1998-12-01,True,personal,21250.75,0.0459,48,approved,2021-04-19
29,29,Matthew,Henze,40,3,Manama,29,savings,2004-10-07,True,auto,24429.67,0.0183,12,rejected,2022-02-20
92,92,Matthew,Heilmann,30,49,Singapore,92,savings,2003-07-03,True,mortgage,17858.28,0.0254,36,approved,2021-07-20
98,98,James,Weiler,84,86,Sydney,98,savings,2001-09-21,True,mortgage,21699.84,0.0367,48,approved,2022-10-18
101,101,David,Jost,82,32,Geneva,101,savings,2007-03-20,True,mortgage,27064.99,0.022,24,approved,2022-05-18
111,111,Andrew,Unger,45,9,Los Angeles,111,savings,1998-08-28,True,mortgage,22775.22,0.0397,48,approved,2020-10-24
124,124,Deborah,Popp,60,74,Kuwait City,124,current,2000-04-28,True,mortgage,26705.38,0.0235,48,closed,2021-12-24
131,131,Lisa,Schramm,57,20,Vilnius,131,current,2005-05-28,True,mortgage,4985.8,0.0597,36,closed,2020-08-08
144,144,Joshua,Mühlbauer,66,45,Vienna,144,current,2013-05-22,True,mortgage,34297.73,0.0369,36,rejected,2021-03-05
167,167,Emily,Leonhardt,41,43,Krakow,167,savings,2007-03-01,True,personal,16093.36,0.034,48,rejected,2021-09-23
171,171,Mary,Brinkmann,78,18,Muscat,171,savings,2009-09-08,True,personal,4669.19,0.0405,60,approved,2021-02-26
208,208,Barbara,Krohn,88,27,Baku,208,current,2009-07-07,True,auto,35883.61,0.0331,12,rejected,2021-05-03
212,212,Ronald,Habermann,58,15,Zagreb,212,savings,2012-07-26,True,personal,8664.13,0.0219,36,closed,2021-09-01
214,214,Ronald,Mertens,45,15,Zagreb,214,savings,2013-05-10,True,auto,15899.82,0.0532,12,rejected,2020-05-29
230,230,Jennifer,Mueller,70,74,Kuwait City,230,current,1995-06-12,True,auto,26243.58,0.0331,36,rejected,2020-08-30
242,242,Deborah,Heinz,45,90,Bratislava,242,current,2011-09-07,True,personal,6291.2,0.0174,24,approved,2021-04-26
244,244,Steven,Körber,82,49,Singapore,244,savings,2013-10-28,True,mortgage,32161.76,0.0089,12,rejected,2022-08-25
247,247,Jessica,Heitmann,42,5,Bergen,247,savings,2022-06-04,True,mortgage,40269.19,0.0512,24,closed,2022-11-29
261,261,Michelle,Schaper,49,38,Stuttgart,261,current,2022-04-23,True,mortgage,8959.04,0.0522,12,closed,2022-10-14
285,285,Paul,Spindler,54,71,New York,285,savings,2008-09-02,True,mortgage,7897.35,0.0131,36,rejected,2021-11-20
287,287,David,Keßler,58,72,Jeddah,287,savings,2009-02-13,True,auto,34138.85,0.0287,24,closed,2021-01-29
293,293,Michael,Bartels,52,66,Hong Kong,293,savings,2013-07-10,True,auto,15631.78,0.0469,36,closed,2020-09-07
316,316,Jessica,Voigt,85,48,Rotterdam,316,current,2000-08-14,True,auto,22070.75,0.0131,24,rejected,2022-04-14
324,324,Deborah,Hartung,52,84,Bishkek,324,savings,2001-10-08,True,auto,42499.94,0.057,12,closed,2021-05-24
344,344,Charles,Ewert,57,28,Zurich,344,current,1995-06-19,True,auto,10993.12,0.0291,24,approved,2022-01-23
357,357,Amanda,Böhm,73,57,Antwerp,357,savings,2009-04-11,True,auto,36705.32,0.0519,12,approved,2022-05-24
366,366,Nancy,Hildebrandt,80,73,Lille,366,savings,2004-04-05,True,personal,28106.17,0.0438,48,approved,2020-02-22
399,399,David,Nitschke,38,78,Belgrade,399,current,2020-12-11,True,mortgage,10802.1,0.0356,12,approved,2020-01-09
404,404,Carol,Beer,49,90,Bratislava,404,savings,2020-02-10,True,mortgage,21096.47,0.0431,12,rejected,2020-10-15
426,426,Emily,Reich,58,53,Tokyo,426,savings,2002-03-10,True,mortgage,36258.74,0.0205,24,closed,2020-09-18
436,436,Kevin,Merz,84,92,Seoul,436,savings,1996-08-22,True,mortgage,23507.99,0.012,48,rejected,2021-08-04
452,452,Jessica,Beier,91,28,Zurich,452,current,2011-11-28,True,mortgage,9137.24,0.0138,48,rejected,2022-06-08
455,455,Carol,Werner,85,74,Kuwait City,455,savings,1996-04-28,True,personal,6643.41,0.0217,12,approved,2020-04-18
491,491,Robert,Schütt,41,44,Valencia,491,current,2004-06-28,True,mortgage,7992.31,0.0189,36,approved,2022-10-07
494,494,Ashley,Schmitz,34,69,Doha,494,current,1995-07-14,True,mortgage,19240.23,0.0087,36,approved,2022-07-29
507,507,Paul,Scholz,32,13,Bologna,507,current,2014-04-16,True,auto,9936.54,0.0224,24,approved,2021-06-04
515,515,Christopher,Fuhrmann,82,1,Lyon,515,current,2023-07-08,True,personal,9015.91,0.0377,24,approved,2021-03-23
516,516,Emily,Thoma,52,60,Utrecht,516,current,2002-11-17,True,auto,27052.47,0.054,24,rejected,2021-09-18
541,541,Steven,Herzog,59,57,Antwerp,541,current,2019-09-11,True,personal,25691.52,0.0429,24,closed,2020-12-18
573,573,Margaret,Daniel,64,6,Hamburg,573,savings,2005-10-15,True,mortgage,18750.46,0.0067,24,rejected,2021-05-18
587,587,Nancy,Rabe,57,25,Odessa,587,savings,2020-02-22,True,auto,9700.29,0.0583,24,closed,2020-08-23
589,589,Emily,Lemke,29,59,Melbourne,589,savings,2016-08-22,True,mortgage,46050.32,0.0566,12,approved,2022-06-24
593,593,Richard,Wiedemann,66,66,Hong Kong,593,savings,2005-02-02,True,auto,38749.94,0.0219,48,rejected,2020-05-03
605,605,Richard,Ulrich,74,80,Bucharest,605,savings,2006-02-23,True,mortgage,32860.71,0.0295,48,rejected,2021-12-28
625,625,Charles,Maas,55,75,Milan,625,current,1997-08-01,True,personal,4213.35,0.0122,60,closed,2022-12-25
632,632,Joshua,Apel,65,47,The Hague,632,savings,2018-09-16,True,personal,4978.62,0.0382,12,approved,2022-08-13
654,654,David,Freese,98,68,Nice,654,savings,2018-05-03,True,auto,48733.18,0.0408,48,approved,2021-11-29
662,662,Christopher,Witt,20,12,Berlin,662,savings,2002-09-04,True,auto,47007.37,0.0488,24,approved,2022-07-19
673,673,Margaret,Reinecke,23,59,Melbourne,673,current,2000-06-23,True,mortgage,43081.1,0.0457,12,approved,2020-12-21
694,694,James,Heinrichs,73,49,Singapore,694,savings,2012-12-25,True,mortgage,35020.11,0.0278,36,closed,2020-11-28
700,700,Steven,Baur,85,75,Milan,700,current,2012-02-25,True,mortgage,1870.24,0.016,60,closed,2022-11-30
711,711,William,Vogel,79,64,Luxembourg,711,savings,2024-11-27,True,personal,7902.42,0.0222,12,closed,2022-11-18
725,725,Michael,Wessels,59,63,Dubai,725,savings,2023-05-13,True,personal,42640.39,0.0312,48,rejected,2022-06-02
731,731,Emily,Rothe,78,55,Chicago,731,savings,2018-03-21,True,personal,22406.72,0.0436,48,rejected,2021-02-22
732,732,Jessica,Scherer,69,5,Bergen,732,savings,1999-02-03,True,mortgage,26147.53,0.0059,60,approved,2022-03-09
748,748,Margaret,Hofmann,99,25,Odessa,748,savings,1999-08-23,True,personal,6439.91,0.0302,60,rejected,2022-01-31
791,791,Charles,Welsch,37,31,Barcelona,791,current,2004-09-11,True,personal,4303.76,0.0253,36,approved,2022-03-10
800,800,Michael,Fries,79,92,Seoul,800,current,2002-01-17,True,auto,45468.39,0.0377,60,rejected,2022-05-22
810,810,David,Bartels,22,85,Casablanca,810,current,2012-12-23,True,mortgage,45237.39,0.0448,48,closed,2022-03-16
813,813,Brian,Peter,97,37,Cape Town,813,current,2002-01-05,True,personal,28179.97,0.0226,36,closed,2021-11-30
838,838,Daniel,Böhm,90,13,Bologna,838,savings,2010-03-14,True,auto,9796.55,0.0179,60,closed,2020-07-14
850,850,Kimberly,Bauer,46,3,Manama,850,current,2024-11-09,True,auto,28005.09,0.0256,36,closed,2021-10-05
865,865,Patricia,Große,83,63,Dubai,865,savings,2020-04-18,True,personal,41029.58,0.0315,24,closed,2021-06-11
877,877,Kevin,Schultz,50,96,Reykjavik,877,savings,2006-03-07,True,auto,49486.19,0.054,12,approved,2021-02-12
886,886,Jessica,Jordan,51,72,Jeddah,886,savings,2015-10-28,True,auto,11322.98,0.0504,36,approved,2020-02-18
891,891,Matthew,Freund,98,34,Gothenburg,891,current,2014-05-07,True,mortgage,16974.84,0.0419,60,approved,2022-03-01
895,895,Anthony,Muth,90,27,Baku,895,savings,2019-10-21,True,mortgage,15437.97,0.0323,60,closed,2020-04-11
901,901,Robert,Born,49,53,Tokyo,901,savings,2022-05-15,True,mortgage,1622.71,0.023,60,rejected,2021-07-25
909,909,Robert,Schott,47,83,Oslo,909,savings,1995-06-13,True,mortgage,39596.58,0.0296,48,closed,2021-06-17
957,957,Donna,Hering,25,37,Cape Town,957,current,2016-06-02,True,personal,21324.31,0.0579,12,approved,2021-01-09
1005,1005,Jennifer,Pütz,26,10,Chisinau,1005,savings,2024-04-03,True,personal,42253.67,0.0078,48,rejected,2020-05-20
1098,1098,Lisa,Bormann,38,95,Prague,1098,savings,2021-04-17,True,auto,6413.42,0.0279,12,rejected,2021-08-29
1141,1141,Michael,Muth,40,53,Tokyo,1141,savings,1997-07-01,True,mortgage,42298.59,0.0229,36,closed,2022-04-12
1157,1157,Anthony,Cordes,54,60,Utrecht,1157,current,2001-12-18,True,mortgage,40887.87,0.0407,60,closed,2022-04-07
1163,1163,Robert,Radtke,51,39,Almaty,1163,savings,1997-02-28,True,mortgage,29177.3,0.0518,48,closed,2022-06-11
1166,1166,Donna,Wittmann,68,68,Nice,1166,current,2015-05-19,True,mortgage,21612.53,0.0268,36,rejected,2020-12-11
1177,1177,Mark,Held,55,22,Lisbon,1177,savings,2015-06-10,True,auto,9443.37,0.0034,60,rejected,2020-08-10
1192,1192,William,Eberhardt,87,96,Reykjavik,1192,current,1995-10-11,True,personal,19510.28,0.0061,60,approved,2022-08-27
1211,1211,Michelle,Unger,96,7,London,1211,savings,2010-07-25,True,auto,43902.98,0.0359,12,closed,2020-11-14
1215,1215,Margaret,Palm,31,46,Trondheim,1215,current,1998-12-16,True,personal,30154.16,0.015,12,rejected,2022-05-31
1250,1250,Kenneth,Rausch,29,18,Muscat,1250,current,1997-04-05,True,personal,18029.52,0.0475,36,approved,2020-09-13
1251,1251,Andrew,Lang,37,84,Bishkek,1251,current,1995-07-17,True,personal,19253.72,0.0483,60,approved,2021-03-31
1282,1282,Sarah,Schäfer,79,24,Cairo,1282,current,2010-08-14,True,mortgage,23850.43,0.0094,48,closed,2021-01-25
1291,1291,James,Klug,61,73,Lille,1291,savings,2020-04-20,True,personal,20000.55,0.0475,24,rejected,2020-05-07
1296,1296,Christopher,Kübler,98,82,Dublin,1296,current,2011-11-05,True,auto,28287.55,0.0447,48,approved,2022-02-11
1387,1387,Daniel,Haupt,98,1,Lyon,1387,savings,2007-11-27,True,auto,23169.54,0.0473,48,closed,2022-04-14
1390,1390,Robert,Klinger,23,31,Barcelona,1390,savings,2000-03-12,True,personal,37527.69,0.0527,60,rejected,2022-01-12
1416,1416,Joshua,Lenz,24,91,Tashkent,1416,current,1995-11-04,True,mortgage,32045.88,0.0304,12,rejected,2022-07-05
1418,1418,Lisa,Stamm,66,43,Krakow,1418,current,2018-08-02,True,personal,33458.87,0.0243,24,approved,2020-08-11
1423,1423,Mark,Steiner,79,54,Cologne,1423,savings,2024-04-08,True,personal,24149.64,0.0353,24,closed,2020-06-15
1431,1431,Charles,Korn,59,32,Geneva,1431,current,2000-04-13,True,mortgage,12486.77,0.0039,24,approved,2022-05-23
1439,1439,Matthew,Bender,97,14,Marseille,1439,savings,2021-03-09,True,personal,14633.91,0.0145,48,rejected,2020-11-09
1444,1444,Lisa,Heller,70,84,Bishkek,1444,current,1995-06-12,True,personal,47128.42,0.0543,24,rejected,2021-09-08
1464,1464,James,Schott,91,67,Kiev,1464,current,2017-07-19,True,personal,3439.86,0.0182,12,closed,2020-11-13
1478,1478,Timothy,Kahl,66,47,The Hague,1478,current,2022-10-08,True,auto,23021.46,0.0243,24,rejected,2020-07-25
1498,1498,Michelle,Baumeister,52,19,Sofia,1498,savings,2024-10-24,True,personal,10856.57,0.0079,36,closed,2021-09-15
1513,1513,Ashley,Stange,83,66,Hong Kong,1513,savings,2013-12-16,True,mortgage,16901.07,0.044,36,rejected,2021-01-26
1529,1529,Linda,Friese,37,17,Basel,1529,current,2015-09-13,True,personal,26793.81,0.0057,24,closed,2020-05-15
1548,1548,Emily,Mueller,75,56,Riga,1548,current,2003-05-24,True,personal,39416.8,0.0438,12,approved,2022-09-05
1593,1593,Patricia,David,65,17,Basel,1593,current,1995-08-28,True,personal,12687.68,0.0202,24,rejected,2021-10-07
1632,1632,Ronald,Schütt,97,67,Kiev,1632,savings,2010-01-13,True,auto,9722.03,0.0482,36,approved,2022-10-11
1643,1643,James,Burmeister,47,82,Dublin,1643,current,2009-04-02,True,mortgage,1150.14,0.0406,48,closed,2021-03-17
1646,1646,David,Hannemann,82,43,Krakow,1646,current,1996-09-18,True,mortgage,2982.19,0.0091,60,rejected,2021-06-28
1648,1648,Ronald,Reinhard,88,84,Bishkek,1648,current,2004-11-26,True,personal,44809.73,0.037,24,approved,2021-03-25
1660,1660,Richard,Horn,99,5,Bergen,1660,savings,2018-05-26,True,mortgage,6772.45,0.0215,12,closed,2021-02-04
1673,1673,Sandra,Wulff,73,23,Warsaw,1673,savings,2021-12-10,True,auto,34426.1,0.0048,48,closed,2020-07-15
1715,1715,Carol,Lehnert,78,83,Oslo,1715,current,2011-11-24,True,personal,32019.65,0.0129,24,closed,2020-06-10
1718,1718,Michelle,Sachs,40,26,Frankfurt,1718,savings,2017-11-16,True,auto,40799.06,0.0506,24,closed,2020-08-29
1725,1725,Donna,Kaufmann,61,46,Trondheim,1725,savings,2009-08-03,True,auto,19185.81,0.0249,12,closed,2021-03-07
1756,1756,Michelle,Wacker,88,97,Riyadh,1756,savings,2005-04-12,True,personal,33541.72,0.015,24,rejected,2022-09-09
1760,1760,Kenneth,Ulbrich,28,20,Vilnius,1760,current,1996-02-20,True,mortgage,15822.87,0.0273,48,approved,2020-06-19
1779,1779,Ashley,Stephan,64,49,Singapore,1779,savings,1996-08-23,True,personal,4082.52,0.0377,36,rejected,2020-10-05
1786,1786,Richard,Zimmermann,87,15,Zagreb,1786,savings,2001-11-23,True,mortgage,24309.17,0.0138,48,closed,2021-11-22
1791,1791,Emily,Claus,62,56,Riga,1791,savings,1997-03-20,True,personal,49589.82,0.0417,12,closed,2022-02-15
1795,1795,Ronald,Pfeiffer,51,10,Chisinau,1795,current,2022-05-18,True,mortgage,5153.92,0.0357,60,approved,2020-06-29
1829,1829,Thomas,Förster,33,68,Nice,1829,savings,2013-11-27,True,personal,4804.63,0.031,24,closed,2021-08-14
1843,1843,John,Kellermann,80,74,Kuwait City,1843,savings,2022-10-06,True,auto,21238.05,0.0477,12,approved,2022-09-11
1856,1856,Kimberly,Busch,81,80,Bucharest,1856,current,2005-12-10,True,personal,40694.98,0.008,60,approved,2022-09-25
1864,1864,Joseph,Löhr,52,56,Riga,1864,savings,2013-08-05,True,mortgage,40747.92,0.0083,24,closed,2021-02-19
1875,1875,Anthony,Hinz,49,83,Oslo,1875,current,2019-05-02,True,personal,39888.95,0.0362,36,rejected,2020-04-09
1914,1914,John,Heidrich,29,29,Ashgabat,1914,current,2007-03-17,True,personal,42714.89,0.0124,48,approved,2022-07-22
1920,1920,Sarah,Schütze,35,88,Tirana,1920,current,2020-10-19,True,personal,10512.77,0.0099,36,approved,2022-11-19
1925,1925,Susan,Kohl,39,82,Dublin,1925,current,2011-04-15,True,mortgage,9474.59,0.0357,48,rejected,2021-09-10
1928,1928,Amanda,Kuhn,19,62,Toronto,1928,current,2007-06-23,True,auto,29588.29,0.0581,36,approved,2021-11-16
1968,1968,Lisa,Vetter,21,20,Vilnius,1968,savings,2009-02-06,True,personal,15621.07,0.0151,24,closed,2022-06-20
1974,1974,Emily,Runge,72,98,Paris,1974,savings,1995-09-02,True,auto,40975.65,0.0011,48,closed,2020-08-03
2025,2025,Sandra,Volkmann,93,60,Utrecht,2025,current,1998-03-13,True,personal,8628.34,0.0223,36,rejected,2021-07-04
2045,2045,Amanda,Hansen,34,57,Antwerp,2045,current,1998-08-22,True,mortgage,2373.68,0.0333,48,approved,2022-10-24
2049,2049,Christopher,Wörner,79,3,Manama,2049,savings,2011-12-01,True,mortgage,5451.22,0.0565,48,closed,2020-01-22
2054,2054,Michael,Stadler,68,40,Istanbul,2054,current,2017-12-14,True,mortgage,44608.4,0.0416,36,closed,2021-01-30
2079,2079,Margaret,Pauli,77,37,Cape Town,2079,savings,2023-03-27,True,personal,42268.09,0.0559,12,closed,2020-08-19
