customer_id,firstname,lastname,age,branch_id,branch_name,account_id,account_type,account_opening_date,has_account
2414,Nancy,Lange,41,58,Ljubljana,2414,savings,2012-05-26,True
2431,Karen,Wild,81,41,Tallinn,2431,current,2020-08-04,True
2443,Steven,Scherer,84,73,Lille,2443,savings,2021-10-14,True
2448,Paul,Schiffer,95,48,Rotterdam,2448,current,2016-10-14,True
2450,Andrew,Bayer,37,10,Chisinau,2450,savings,2015-02-28,True
2460,Mary,Hoffmann,73,33,Ghent,2460,current,1998-02-19,True
2471,Joshua,Glaser,69,62,Toronto,2471,current,2009-05-08,True
2481,Brian,Steffen,93,54,Cologne,2481,savings,2012-12-14,True
2505,Donna,Geyer,75,69,Doha,2505,savings,2002-06-24,True
2509,Amanda,Miller,76,31,Barcelona,2509,savings,2007-07-25,True
2545,Brian,Huth,88,54,Cologne,2545,savings,1999-04-22,True
2559,Karen,Ludwig,85,81,Malmo,2559,current,2005-05-20,True
2570,Steven,Schumacher,41,77,Copenhagen,2570,current,2010-05-19,True
2590,Kevin,Scherer,29,31,Barcelona,2590,current,2013-09-23,True
2596,Timothy,Anders,93,41,Tallinn,2596,savings,2005-09-09,True
2600,Karen,0,23,71,New York,2600,current,2015-01-08,True
2622,Susan,Schramm,36,75,Milan,2622,current,1996-10-03,True
2635,Jessica,Klemm,46,70,Madrid,2635,current,2024-01-23,True
2637,Michael,Kluge,77,52,Venice,2637,savings,2002-12-21,True
2666,Mary,Kuhn,60,77,Copenhagen,2666,savings,2000-06-19,True
2671,Christopher,Jansen,93,71,New York,2671,savings,2004-05-21,True
2697,Thomas,Bastian,30,3,Manama,2697,savings,2023-11-14,True
2711,Susan,Nagel,72,10,Chisinau,2711,current,2021-11-25,True
2751,Mark,Körner,64,61,Brussels,2751,current,1998-03-23,True
2776,Lisa,Grabowski,36,52,Venice,2776,current,1995-09-22,True
2778,Ronald,Kirchner,56,50,Athens,2778,savings,2001-11-07,True
2825,Betty,Jordan,90,45,Vienna,2825,savings,2023-02-24,True
2830,Matthew,Haupt,44,84,Bishkek,2830,savings,2022-04-22,True
2861,Thomas,Leonhardt,60,25,Odessa,2861,current,2020-06-25,True
2895,John,Tiedemann,36,63,Dubai,2895,savings,2007-06-07,True
2901,Lisa,Michels,48,33,Ghent,2901,savings,2003-08-12,True
2958,Anthony,Lindemann,68,9,Los Angeles,2958,savings,2010-01-22,True
2989,Donna,Friedl,20,69,Doha,2989,current,2014-03-28,True
3022,Brian,Pohlmann,69,56,Riga,3022,current,2013-07-23,True
3024,Ashley,Diekmann,30,3,Manama,3024,current,1995-05-03,True
3061,Michael,Block,87,25,Odessa,3061,current,2007-02-23,True
3063,Kevin,Hartung,40,75,Milan,3063,current,2006-04-25,True
3067,Jennifer,Maaß,54,84,Bishkek,3067,current,2003-06-09,True
3068,Thomas,Wild,84,34,Gothenburg,3068,savings,2011-02-14,True
3093,Margaret,Hein,37,4,Amsterdam,3093,savings,2019-09-18,True
3106,Amanda,Reiser,76,29,Ashgabat,3106,savings,2009-04-24,True
3111,John,Kübler,37,17,Basel,3111,savings,2005-03-08,True
3123,Amanda,Dürr,71,25,Odessa,3123,savings,1999-05-19,True
3126,Margaret,Späth,35,62,Toronto,3126,current,2020-04-28,True
3131,Charles,Bühler,86,73,Lille,3131,savings,2005-04-02,True
3156,Michael,Wolff,28,18,Muscat,3156,current,2019-06-17,True
3157,Daniel,Grote,54,12,Berlin,3157,current,2000-01-21,True
3201,Joshua,Metz,65,40,Istanbul,3201,current,2011-11-02,True
3226,Anthony,Schüler,20,82,Dublin,3226,savings,2024-07-25,True
3232,Mary,Reiter,83,5,Bergen,3232,current,2012-05-26,True
3244,Stephanie,Stratmann,34,31,Barcelona,3244,current,2023-09-20,True
3287,Deborah,Walz,46,33,Ghent,3287,current,2024-11-12,True
3328,Jennifer,Wendel,56,11,Skopje,3328,current,2023-04-20,True
3360,Lisa,Zorn,50,47,The Hague,3360,savings,2020-05-05,True
3367,Anthony,Keßler,53,32,Geneva,3367,current,1996-04-09,True
3375,Michelle,Kaminski,80,47,The Hague,3375,savings,2021-12-16,True
3376,Betty,Korte,86,88,Tirana,3376,current,2022-11-08,True
3436,Betty,Sander,67,1,Lyon,3436,current,2000-02-26,True
3439,John,Aigner,18,52,Venice,3439,current,2006-06-13,True
3462,Betty,Hildebrandt,49,9,Los Angeles,3462,savings,2016-09-28,True
3491,Andrew,Scholl,59,47,The Hague,3491,current,2012-11-13,True
3492,Thomas,Hansen,76,72,Jeddah,3492,current,2012-08-27,True
3494,Nancy,Haag,83,15,Zagreb,3494,savings,2000-05-23,True
3512,Michelle,Bock,53,72,Jeddah,3512,current,2019-11-17,True
3530,Kimberly,Kluge,39,1,Lyon,3530,savings,2017-06-13,True
3536,Donna,Werner,65,33,Ghent,3536,savings,2010-09-08,True
3538,Lisa,Wild,31,38,Stuttgart,3538,savings,2024-01-23,True
3575,Kevin,Vollmer,90,40,Istanbul,3575,current,2004-10-16,True
3691,Andrew,Hartung,60,70,Madrid,3691,current,2020-07-22,True
3704,Kenneth,Kruse,18,58,Ljubljana,3704,savings,2021-02-27,True
3707,William,Hertel,28,84,Bishkek,3707,savings,1996-06-09,True
3722,Timothy,Janke,92,29,Ashgabat,3722,savings,2013-05-15,True
3727,Karen,Fechner,56,22,Lisbon,3727,savings,1997-10-18,True
3742,Barbara,Henke,41,91,Tashkent,3742,current,2008-06-06,True
3765,Joseph,Schauer,40,59,Melbourne,3765,current,2022-03-24,True
3771,Paul,Engels,30,68,Nice,3771,savings,2022-04-23,True
3776,Karen,Thieme,42,21,Helsinki,3776,savings,2000-03-12,True
3808,William,Kübler,91,29,Ashgabat,3808,savings,2007-01-15,True
3819,Margaret,Stratmann,92,62,Toronto,3819,savings,2019-11-09,True
3831,Betty,Heider,34,1,Lyon,3831,current,1997-04-25,True
3832,Robert,Stahl,24,9,Los Angeles,3832,savings,2004-08-27,True
3834,Paul,Busse,48,14,Marseille,3834,savings,2013-02-06,True
3870,William,Martens,41,77,Copenhagen,3870,current,2006-11-23,True
3882,Andrew,Kolb,68,94,Munich,3882,current,1997-07-02,True
3934,Matthew,Reiter,21,81,Malmo,3934,savings,2016-02-06,True
3935,Paul,Klaus,91,83,Oslo,3935,savings,2019-07-19,True
3942,Robert,Engelmann,55,65,Yerevan,3942,savings,2008-06-24,True
3943,David,Fröhlich,60,97,Riyadh,3943,savings,1997-05-21,True
3970,Jessica,Baumeister,93,15,Zagreb,3970,current,2023-10-27,True
4045,Lisa,Henke,73,17,Basel,4045,current,2008-06-13,True
4047,Thomas,Mühlbauer,46,41,Tallinn,4047,current,2007-10-19,True
4064,Kimberly,Dreyer,43,41,Tallinn,4064,savings,2007-03-27,True
4082,Anthony,Jonas,58,78,Belgrade,4082,current,2012-04-08,True
4087,Charles,Schmidt,63,28,Zurich,4087,current,2023-12-27,True
4088,Charles,Franz,75,28,Zurich,4088,current,2010-07-13,True
4100,Ashley,Geiger,87,76,Dushanbe,4100,savings,2023-05-01,True
4112,Joshua,Voß,49,94,Munich,4112,current,2001-03-23,True
4130,Donald,Seeger,69,64,Luxembourg,4130,savings,2011-06-01,True
4144,Kimberly,Rühl,26,2,Porto,4144,current,2005-07-12,True
4145,David,Höhne,98,75,Milan,4145,current,2004-11-10,True
4171,Richard,Lehnert,19,15,Zagreb,4171,savings,1997-01-18,True
4206,Timothy,Haupt,29,30,Budapest,4206,current,1997-03-21,True
4216,Steven,Eisele,68,56,Riga,4216,savings,1998-03-14,True
4235,Brian,Ahlers,48,22,Lisbon,4235,savings,2014-12-13,True
4252,Sandra,Thomsen,36,92,Seoul,4252,savings,2000-04-27,True
4283,William,Schwarze,90,71,New York,4283,savings,1999-06-22,True
4322,Michael,Schwartz,72,74,Kuwait City,4322,savings,2021-10-28,True
4324,Jennifer,Brüning,97,21,Helsinki,4324,current,2012-12-13,True
4357,Sandra,Kirsch,78,85,Casablanca,4357,current,2023-02-12,True
4410,Michael,Thies,87,93,San Francisco,4410,savings,1997-02-02,True
4444,James,Hering,28,74,Kuwait City,4444,savings,2006-05-17,True
4446,James,Rausch,63,44,Valencia,4446,current,2011-03-10,True
4463,Patricia,Lauterbach,70,24,Cairo,4463,savings,2009-01-09,True
4490,Deborah,Hölscher,86,85,Casablanca,4490,current,1996-08-14,True
4515,Michael,Schütte,47,54,Cologne,4515,savings,2007-01-02,True
4517,Ronald,Brenner,25,54,Cologne,4517,current,2004-01-28,True
4537,Betty,Brunner,41,43,Krakow,4537,current,2024-04-26,True
4544,Richard,Claus,49,85,Casablanca,4544,current,2009-09-22,True
4580,Charles,Henze,37,22,Lisbon,4580,current,2015-01-23,True
4611,Ronald,Dietze,55,54,Cologne,4611,current,2015-04-21,True
4617,Thomas,Engels,53,63,Dubai,4617,current,2009-03-14,True
4621,Margaret,Betz,55,26,Frankfurt,4621,current,2023-08-20,True
4662,Amanda,Brandl,52,75,Milan,4662,current,2006-08-20,True
4670,Michael,Sander,27,32,Geneva,4670,savings,2022-04-08,True
4674,Karen,Yilmaz,42,92,Seoul,4674,current,2011-06-20,True
4701,Joshua,Schwarz,39,1,Lyon,4701,savings,1999-01-05,True
4708,Daniel,Friedl,63,87,Turin,4708,current,2008-05-10,True
4720,Sandra,Evers,68,40,Istanbul,4720,current,1995-10-06,True
4760,Sarah,Günther,39,77,Copenhagen,4760,current,2016-08-21,True
4785,James,Gehring,75,74,Kuwait City,4785,savings,2007-03-14,True
4794,Lisa,Kroll,99,88,Tirana,4794,savings,2015-04-06,True
4804,Patricia,Bayer,37,49,Singapore,4804,savings,1998-10-09,True
4822,Thomas,Schütte,40,86,Sydney,4822,savings,2011-04-01,True
4874,Margaret,Knapp,28,96,Reykjavik,4874,savings,2013-11-12,True
4919,Patricia,Wendel,70,25,Odessa,4919,savings,2001-09-16,True
4924,Susan,Schreiner,64,30,Budapest,4924,current,2010-03-03,True
4939,John,Ehrhardt,34,33,Ghent,4939,savings,2011-11-16,True
4945,Andrew,Liedtke,27,56,Riga,4945,current,2008-10-20,True
4986,Jessica,Weigel,46,70,Madrid,4986,savings,2018-03-20,True
10,William,Wunderlich,56,30,Budapest,10,current,2023-11-08,True
17,Lisa,Wolters,44,96,Reykjavik,17,current,2005-10-25,True
19,Nancy,Lehnert,37,41,Tallinn,19,current,2023-12-16,True
55,John,Niemann,71,65,Yerevan,55,savings,1997-02-10,True
71,Karen,Emmerich,98,22,Lisbon,71,savings,2024-03-21,True
85,Charles,Krause,62,93,San Francisco,85,current,2018-10-22,True
109,Linda,Ewert,63,51,Johannesburg,109,current,2006-01-13,True
112,Steven,Hermes,87,78,Belgrade,112,current,2024-01-18,True
125,Daniel,Köhn,21,33,Ghent,125,savings,1999-10-09,True
154,Ronald,Weigand,39,37,Cape Town,154,savings,2008-07-23,True
164,Mark,Rabe,82,37,Cape Town,164,savings,1996-08-17,True
170,Betty,Finger,47,87,Turin,170,savings,2024-06-08,True
184,Joshua,Berger,75,50,Athens,184,savings,2002-11-02,True
222,Emily,Schumann,67,92,Seoul,222,current,2014-04-01,True
228,Sandra,Hecht,36,86,Sydney,228,savings,2024-11-20,True
229,Emily,Bosse,88,89,Rome,229,current,2011-11-17,True
251,Margaret,Weiss,25,93,San Francisco,251,savings,1996-12-12,True
267,Betty,Schneider,92,68,Nice,267,savings,2000-06-21,True
268,Matthew,Strauch,68,78,Belgrade,268,current,2019-12-16,True
273,Carol,Bahr,18,52,Venice,273,savings,1998-10-04,True
279,Ronald,Kroll,81,83,Oslo,279,current,2023-02-18,True
299,Ronald,Ebert,59,59,Melbourne,299,current,2019-02-23,True
328,Michael,Nitsche,41,98,Paris,328,current,2020-12-28,True
335,Melissa,Siegert,94,88,Tirana,335,savings,2011-02-18,True
359,Ashley,Ebner,77,55,Chicago,359,current,1998-05-01,True
368,Ronald,Henn,27,61,Brussels,368,savings,2004-12-01,True
382,Michael,Neubauer,65,17,Basel,382,savings,2005-06-26,True
385,Nancy,Becker,27,49,Singapore,385,savings,1996-09-07,True
392,Anthony,Rau,19,5,Bergen,392,savings,2018-07-17,True
397,Michelle,Bremer,54,68,Nice,397,current,2009-02-15,True
402,Joshua,Buck,66,50,Athens,402,current,1999-08-20,True
419,Susan,Pabst,29,56,Riga,419,current,2006-10-23,True
433,Carol,Schmitz,67,1,Lyon,433,current,2015-10-24,True
457,Christopher,Fechner,60,93,San Francisco,457,current,2011-03-15,True
459,Christopher,Freese,64,6,Hamburg,459,savings,2017-08-16,True
473,Matthew,Rausch,38,79,Nur-Sultan,473,savings,2021-04-21,True
486,Paul,Lauterbach,99,96,Reykjavik,486,savings,2018-08-28,True
495,Melissa,Albers,93,61,Brussels,495,savings,1996-09-06,True
496,Robert,Zimmer,20,71,New York,496,savings,2007-02-22,True
500,Sandra,Kopp,52,21,Helsinki,500,current,2017-08-06,True
505,Steven,Gehring,55,45,Vienna,505,current,1999-01-21,True
508,Daniel,Koch,72,43,Krakow,508,current,2011-07-27,True
535,Steven,Förster,47,65,Yerevan,535,savings,1995-12-19,True
538,Barbara,Zeidler,53,45,Vienna,538,savings,2002-10-21,True
542,Michelle,Kübler,22,99,Bangkok,542,current,1998-06-11,True
560,Elizabeth,Busse,98,37,Cape Town,560,savings,2005-11-15,True
566,Stephanie,Rother,65,90,Bratislava,566,current,1997-09-10,True
588,Daniel,Reimer,94,63,Dubai,588,current,2015-07-19,True
672,Patricia,Wagener,95,51,Johannesburg,672,savings,1995-11-11,True
677,Amanda,Muth,25,70,Madrid,677,savings,1997-01-02,True
678,Joshua,Seibel,99,30,Budapest,678,current,2018-04-08,True
679,Anthony,Arnold,89,90,Bratislava,679,current,2013-09-14,True
681,Sandra,Kolbe,20,7,London,681,savings,2016-12-01,True
690,Betty,Böhme,67,34,Gothenburg,690,savings,2009-12-15,True
701,Donna,David,31,9,Los Angeles,701,savings,1995-10-19,True
723,Donald,Petermann,32,46,Trondheim,723,current,2020-10-28,True
727,Daniel,Mende,46,12,Berlin,727,current,2007-01-10,True
766,Mary,Cramer,98,29,Ashgabat,766,current,2013-06-04,True
792,Deborah,Neugebauer,68,81,Malmo,792,savings,1998-06-02,True
794,Betty,Wagener,30,85,Casablanca,794,savings,1995-04-27,True
805,Elizabeth,Kahl,72,94,Munich,805,savings,2024-01-16,True
827,Michael,Rauch,20,89,Rome,827,current,2015-08-05,True
868,Elizabeth,Jacobi,65,75,Milan,868,savings,2011-09-11,True
906,Charles,Veit,73,78,Belgrade,906,savings,1999-09-17,True
913,Melissa,Krause,48,99,Bangkok,913,current,2014-07-22,True
919,Anthony,Pape,39,92,Seoul,919,savings,1997-08-19,True
928,Thomas,Heinemann,98,8,Sarajevo,928,savings,1999-06-03,True
955,Brian,Borchert,93,24,Cairo,955,current,2001-08-09,True
983,Timothy,Hinz,45,56,Riga,983,savings,2000-07-18,True
988,Michelle,Leonhardt,78,55,Chicago,988,current,2013-03-09,True
1009,William,Schott,29,85,Casablanca,1009,current,2005-08-19,True
1019,Nancy,Metz,24,34,Gothenburg,1019,savings,2022-05-27,True
1048,Barbara,Hein,55,19,Sofia,1048,current,2022-08-23,True
1053,Donna,Sperling,99,2,Porto,1053,current,2005-03-17,True
1106,Andrew,Hopp,63,77,Copenhagen,1106,current,2021-03-08,True
1118,Karen,Ahrens,22,11,Skopje,1118,savings,2019-04-22,True
1125,Donna,Lauterbach,83,97,Riyadh,1125,current,2009-11-09,True
1149,Ashley,Jäger,96,78,Belgrade,1149,savings,2006-11-16,True
1193,Elizabeth,Seidl,27,58,Ljubljana,1193,savings,2006-07-08,True
1198,Daniel,Jacobs,58,15,Zagreb,1198,current,2003-08-19,True
1208,Matthew,Niemeyer,94,19,Sofia,1208,savings,2012-09-22,True
1218,Robert,Rahn,49,13,Bologna,1218,current,2017-02-28,True
1237,Sandra,Haupt,20,72,Jeddah,1237,savings,1997-08-27,True
1244,Charles,Clausen,53,81,Malmo,1244,current,1996-05-09,True
1262,Thomas,König,41,15,Zagreb,1262,current,2024-12-11,True
1274,Lisa,Wagner,66,50,Athens,1274,savings,2005-04-19,True
1315,Stephanie,Groth,67,1,Lyon,1315,savings,2000-12-09,True
1321,Mark,Linke,28,81,Malmo,1321,savings,2017-10-19,True
1335,John,Jaeger,65,35,Podgorica,1335,savings,2022-01-08,True
1339,Michael,Pietsch,74,25,Odessa,1339,savings,2022-12-07,True
1346,Steven,Schreiber,55,45,Vienna,1346,savings,2024-05-25,True
1349,Linda,Fichtner,70,1,Lyon,1349,current,2017-04-01,True
1356,Melissa,Grunwald,43,51,Johannesburg,1356,current,2019-02-08,True
1384,Carol,Kretschmer,89,17,Basel,1384,current,2010-10-06,True
1392,Donna,Schweizer,53,39,Almaty,1392,current,1995-09-04,True
1395,Kimberly,Kretschmer,94,99,Bangkok,1395,current,1996-05-24,True
1415,Matthew,Schwarze,24,8,Sarajevo,1415,savings,2012-01-22,True
1424,Brian,Clausen,88,65,Yerevan,1424,current,2016-11-13,True
1434,Kenneth,Lang,43,56,Riga,1434,savings,2010-05-02,True
1455,Elizabeth,Bernhard,95,98,Paris,1455,current,2010-04-21,True
1510,Paul,Wirtz,98,61,Brussels,1510,savings,2005-07-04,True
1540,Matthew,Sailer,45,72,Jeddah,1540,savings,2023-07-22,True
1541,Barbara,Sattler,21,94,Munich,1541,savings,2008-08-01,True
1559,Joseph,Brüning,35,57,Antwerp,1559,current,1997-01-22,True
1569,Ashley,Zander,41,94,Munich,1569,current,2008-04-19,True
1607,Kimberly,Hopf,59,34,Gothenburg,1607,savings,2020-11-15,True
1615,Joshua,Grunwald,57,68,Nice,1615,savings,2023-09-10,True
1616,Melissa,Kraft,94,47,The Hague,1616,savings,2015-07-02,True
1638,Patricia,Jürgens,40,82,Dublin,1638,savings,1997-10-12,True
1685,Sarah,Harder,34,96,Reykjavik,1685,current,2019-11-04,True
1694,Emily,Falk,31,75,Milan,1694,current,2015-01-21,True
1729,Sandra,Schwabe,72,60,Utrecht,1729,savings,2009-09-26,True
1740,Michelle,Philipp,51,34,Gothenburg,1740,savings,1996-05-28,True
1745,Michelle,Weise,22,90,Bratislava,1745,current,2005-06-02,True
1798,Michelle,Böhm,22,39,Almaty,1798,savings,2019-12-08,True
1819,Patricia,Hauser,58,84,Bishkek,1819,savings,2007-11-27,True
1839,Barbara,Reimann,52,12,Berlin,1839,current,1996-05-03,True
1846,Steven,Stenzel,70,64,Luxembourg,1846,current,2021-10-20,True
1859,Thomas,Sieber,31,84,Bishkek,1859,current,2015-12-18,True
1868,Emily,Popp,48,97,Riyadh,1868,current,2003-02-14,True
1877,Thomas,Schönfeld,64,81,Malmo,1877,current,1998-12-27,True
1886,Jennifer,Westphal,69,14,Marseille,1886,savings,2023-02-18,True
1890,James,Heinen,89,80,Bucharest,1890,savings,2013-11-28,True
1897,Nancy,Seidel,25,23,Warsaw,1897,savings,2005-05-23,True
1906,Matthew,Hölscher,62,79,Nur-Sultan,1906,savings,2006-04-08,True
1910,Joseph,Dietz,58,78,Belgrade,1910,current,2004-03-15,True
1916,Mark,Schaaf,89,61,Brussels,1916,current,1996-12-22,True
1927,Thomas,Sommer,26,10,Chisinau,1927,current,2022-11-01,True
1953,Matthew,Fuhrmann,57,49,Singapore,1953,savings,2015-06-07,True
1957,Linda,Schirmer,44,94,Munich,1957,savings,2006-02-21,True
1970,Sarah,Weigand,68,81,Malmo,1970,current,2012-12-16,True
1975,Stephanie,Westermann,86,80,Bucharest,1975,current,2007-11-15,True
1977,Mary,Konrad,91,72,Jeddah,1977,savings,2007-04-16,True
2021,Jessica,Schumann,52,62,Toronto,2021,savings,2000-02-07,True
2038,Christopher,Fechner,55,98,Paris,2038,savings,2015-01-23,True
2064,Ashley,Petzold,89,98,Paris,2064,current,2002-05-02,True
2086,Jennifer,Steffens,18,17,Basel,2086,savings,2006-04-13,True
2102,Ashley,Steiner,86,57,Antwerp,2102,current,1997-04-06,True
2111,Donna,Hartl,37,46,Trondheim,2111,current,2011-09-18,True
2134,Daniel,Göbel,68,35,Podgorica,2134,current,2005-07-15,True
2147,Kenneth,Baumgarten,82,44,Valencia,2147,current,2006-08-25,True
2154,James,Bruhn,62,51,Johannesburg,2154,current,2013-05-19,True
2156,Betty,Grunwald,90,48,Rotterdam,2156,current,1995-08-01,True
2174,Mary,Raabe,29,41,Tallinn,2174,savings,1997-08-07,True
2176,Paul,Buck,28,23,Warsaw,2176,savings,2022-01-08,True
2193,Kevin,Haller,31,34,Gothenburg,2193,savings,2015-10-06,True
2195,Matthew,Falk,41,4,Amsterdam,2195,current,2008-08-03,True
2218,Emily,Frenzel,63,72,Jeddah,2218,savings,1996-12-28,True
2250,Deborah,Burkhardt,89,13,Bologna,2250,current,1998-09-06,True
2278,Karen,Giese,58,18,Muscat,2278,savings,2020-11-22,True
2279,Richard,Schaller,79,63,Dubai,2279,current,2021-09-21,True
2280,Kenneth,Pietsch,76,95,Prague,2280,savings,2017-11-26,True
2291,James,Hagemann,25,91,Tashkent,2291,savings,2018-07-15,True
2298,Matthew,Budde,66,48,Rotterdam,2298,current,2000-10-11,True
2301,Emily,Buchner,78,8,Sarajevo,2301,savings,2008-01-03,True
2318,Sandra,Paul,74,29,Ashgabat,2318,savings,2003-11-11,True
2337,Deborah,Ehlert,64,6,Hamburg,2337,savings,2011-07-21,True
2365,Anthony,Pohlmann,55,47,The Hague,2365,savings,2005-11-21,True
2419,Ronald,Schütz,84,16,Florence,2419,current,2023-07-14,True
2517,Donna,Hellwig,78,21,Helsinki,2517,savings,2003-03-04,True
2535,Jessica,Eggers,69,52,Venice,2535,savings,2005-10-06,True
2574,Mary,Finke,32,14,Marseille,2574,savings,1995-10-07,True
2580,James,Hoppe,44,84,Bishkek,2580,savings,2011-02-06,True
2661,Mark,Bucher,76,95,Prague,2661,current,2023-10-11,True
2693,Patricia,Baumgart,92,58,Ljubljana,2693,current,2018-01-15,True
2707,John,Armbruster,91,49,Singapore,2707,current,2009-12-21,True
2717,Anthony,Franz,88,76,Dushanbe,2717,current,2007-01-02,True
2722,Elizabeth,Kock,82,46,Trondheim,2722,current,2015-05-09,True
2724,Joshua,Rothe,85,96,Reykjavik,2724,savings,2016-12-21,True
2725,Robert,Richter,55,91,Tashkent,2725,current,1998-06-01,True
2748,Michelle,Döring,74,10,Chisinau,2748,savings,2005-06-18,True
2764,Mary,Amann,63,66,Hong Kong,2764,savings,1995-12-22,True
2771,Charles,Geißler,62,94,Munich,2771,current,2024-09-22,True
2775,Linda,Will,92,65,Yerevan,2775,savings,2022-04-07,True
2793,Linda,Römer,27,86,Sydney,2793,savings,2018-09-28,True
2810,Joseph,Beyer,83,12,Berlin,2810,current,2019-05-08,True
2818,Emily,Wilde,33,64,Luxembourg,2818,current,2003-10-09,True
2844,Elizabeth,Kühne,35,98,Paris,2844,current,2010-01-15,True
2848,Anthony,Reinecke,94,42,Stockholm,2848,current,1996-09-07,True
2854,Jessica,Ziegler,78,26,Frankfurt,2854,current,2016-05-04,True
2858,William,Wilhelm,31,60,Utrecht,2858,current,2006-06-22,True
2859,Elizabeth,Reinhardt,66,91,Tashkent,2859,current,1998-08-02,True
2891,Linda,Korte,91,59,Melbourne,2891,savings,2020-09-15,True
2919,Amanda,Adler,43,57,Antwerp,2919,current,2008-08-08,True
2949,Carol,Brehm,63,35,Podgorica,2949,savings,2017-07-28,True
2952,Matthew,Ehlert,72,85,Casablanca,2952,current,2015-02-23,True
2959,Mary,Adam,35,84,Bishkek,2959,current,2011-03-28,True
2977,Jennifer,Knobloch,83,65,Yerevan,2977,savings,1996-01-21,True
3001,John,Löffler,24,83,Oslo,3001,current,2004-09-18,True
3038,Timothy,Glaser,69,22,Lisbon,3038,current,2013-03-15,True
3052,Susan,Römer,84,27,Baku,3052,current,2009-11-14,True
3079,Ronald,Janke,40,73,Lille,3079,current,2001-04-10,True
3081,Elizabeth,Junker,61,21,Helsinki,3081,current,2015-07-23,True
3082,Robert,Schütt,92,71,New York,3082,savings,2010-03-09,True
3092,Nancy,Henn,48,17,Basel,3092,current,1997-07-20,True
3099,Sarah,Kirschner,82,9,Los Angeles,3099,savings,2001-10-22,True
3107,Carol,Reichert,51,92,Seoul,3107,savings,2020-09-01,True
3108,Ashley,Beer,56,22,Lisbon,3108,current,2012-09-24,True
3113,Betty,Wolf,50,79,Nur-Sultan,3113,savings,2019-04-19,True
3116,Jessica,Schulze,33,28,Zurich,3116,savings,2003-11-01,True
3151,Susan,Köster,89,36,Naples,3151,current,1996-10-15,True
3230,Sandra,Döring,88,73,Lille,3230,current,2002-05-19,True
3249,Barbara,Jaeger,95,97,Riyadh,3249,current,2004-06-21,True
3260,Timothy,Heil,35,69,Doha,3260,savings,2024-06-08,True
3279,Michelle,Witte,71,79,Nur-Sultan,3279,savings,2007-04-03,True
3281,Steven,Petry,86,75,Milan,3281,savings,2020-12-25,True
3289,Paul,Eberhardt,63,35,Podgorica,3289,savings,2011-11-27,True
3298,William,Kübler,89,69,Doha,3298,savings,2015-07-12,True
3345,Sandra,Hansen,55,73,Lille,3345,savings,2023-10-28,True
3351,Charles,Janke,61,96,Reykjavik,3351,savings,2007-06-09,True
3403,Karen,Amann,20,97,Riyadh,3403,current,2018-03-18,True
3411,Donna,Stolz,54,29,Ashgabat,3411,current,2015-10-01,True
3447,Michelle,Haase,54,87,Turin,3447,savings,1996-10-08,True
3451,Steven,Klinger,31,41,Tallinn,3451,current,2000-07-04,True
3453,Susan,Reis,48,75,Milan,3453,current,2012-05-18,True
3484,Paul,Loos,61,4,Amsterdam,3484,current,1999-04-04,True
3496,James,Stumpf,47,54,Cologne,3496,current,2024-06-24,True
3506,Joseph,Bruhn,42,93,San Francisco,3506,current,2021-04-10,True
3507,Kenneth,Knauer,25,59,Melbourne,3507,current,2012-06-28,True
3517,Patricia,Otte,25,50,Athens,3517,current,2012-02-27,True
3525,Michael,Ziegler,46,21,Helsinki,3525,savings,2016-05-13,True
3528,Mary,Tiedemann,47,48,Rotterdam,3528,current,2001-08-01,True
3543,Jennifer,Hinrichs,43,25,Odessa,3543,current,2023-12-25,True
3546,Linda,Reinhardt,56,38,Stuttgart,3546,current,2018-08-17,True
3555,Susan,Stadler,57,92,Seoul,3555,current,2000-10-05,True
3563,Ronald,Ludwig,84,38,Stuttgart,3563,current,1998-12-15,True
3565,Ronald,Schiffer,48,26,Frankfurt,3565,current,1996-03-25,True
3585,Joshua,Rau,78,39,Almaty,3585,savings,2022-02-09,True
3587,Joshua,Kleine,36,52,Venice,3587,current,2017-12-16,True
3603,Brian,Reinhard,51,20,Vilnius,3603,savings,2004-11-14,True
3611,Robert,Schuler,30,30,Budapest,3611,savings,2013-06-26,True
3637,Sarah,Thomsen,47,49,Singapore,3637,savings,2021-01-08,True
3659,Jennifer,Fleischmann,45,73,Lille,3659,current,1995-09-06,True
3680,Ronald,Exner,99,69,Doha,3680,savings,1995-08-25,True
3685,Donna,Hausmann,92,53,Tokyo,3685,savings,2003-09-28,True
3688,Kevin,Hartl,85,78,Belgrade,3688,savings,2016-02-04,True
3694,Donna,Pütz,44,48,Rotterdam,3694,savings,2009-04-24,True
3710,Margaret,Schiffer,85,22,Lisbon,3710,current,1996-01-04,True
3731,Timothy,Meyer,48,87,Turin,3731,current,2011-09-16,True
3745,Donald,Bergmann,75,44,Valencia,3745,current,1999-05-10,True
3758,Anthony,Fritsche,92,66,Hong Kong,3758,current,2023-07-14,True
3773,Daniel,Schröer,29,29,Ashgabat,3773,savings,1998-11-09,True
3790,Kenneth,Pauli,51,29,Ashgabat,3790,current,2006-04-22,True
3794,Brian,Thiemann,70,41,Tallinn,3794,current,2015-01-02,True
3796,Daniel,Hoffmann,92,88,Tirana,3796,current,1995-11-20,True
3804,Melissa,Schott,44,6,Hamburg,3804,current,2017-06-09,True
